ob_id,direction,structure_tag,origin_time,detection_time,pivot_time,pivot_index,origin_index,detection_index,top,bottom,break_level,swing_length,ob_filter,origin_open,origin_high,origin_low,origin_close,parsed_high,parsed_low,width_pips,ob_origin_news_window,ob_detection_news_window,ob_origin_news_event,ob_detection_news_event,ob_origin_news_currency,ob_detection_news_currency,ob_origin_news_impact,ob_detection_news_impact,ob_origin_news_event_time,ob_detection_news_event_time,ob_origin_news_window_start,ob_origin_news_window_end,ob_detection_news_window_start,ob_detection_news_window_end,ob_origin_minutes_from_news,ob_detection_minutes_from_news,ob_final_status,ob_final_status_label,chart_right_time,chart_right_time_source,linked_trade_id,fill_time,exit_time,cancel_time,invalidation_time,protection_trigger_time,news_blackout_trigger_time,reverse_touch_time,session_cancel_time,lifecycle_reason
575,bearish,BOS,2018-02-08 07:15:00+00:00,2018-02-08 08:15:00+00:00,2018-02-07 18:15:00+00:00,77361,77413,77417,1.22947,1.22815,1.22459,50,Atr,1.22868,1.22947,1.22815,1.22884,1.22947,1.22815,13.199999999999878,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-999825.0,-999765.0,win,WIN,2018-02-08 15:10:00+00:00,exit_time,S_575,2018-02-08 14:15:00+00:00,2018-02-08 15:10:00+00:00,,,,,,,WIN
576,bearish,BOS,2018-02-09 07:45:00+00:00,2018-02-09 16:45:00+00:00,2018-02-08 17:00:00+00:00,77452,77511,77547,1.22873,1.2273,1.22321,50,Atr,1.22742,1.22873,1.2273,1.22838,1.22873,1.2273,14.300000000000423,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-998355.0,-997815.0,loss,LOSS,2018-02-12 03:56:00+00:00,exit_time,S_576,2018-02-12 01:09:00+00:00,2018-02-12 03:56:00+00:00,,,,,,,LOSS
577,bullish,CHoCH,2018-02-09 17:45:00+00:00,2018-02-12 04:00:00+00:00,2018-02-09 07:45:00+00:00,77511,77551,77592,1.2217,1.22054,1.22873,50,Atr,1.2214,1.2217,1.22054,1.22141,1.2217,1.22054,11.600000000000499,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-997755.0,-994260.0,win,WIN,2018-02-28 03:21:00+00:00,exit_time,L_577,2018-02-28 02:53:00+00:00,2018-02-28 03:21:00+00:00,,,,,,,WIN
578,bullish,BOS,2018-02-12 13:30:00+00:00,2018-02-12 23:00:00+00:00,2018-02-12 04:00:00+00:00,77592,77630,77668,1.22451,1.2235,1.22969,50,Atr,1.22437,1.22451,1.2235,1.22383,1.22451,1.2235,10.099999999999554,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-993690.0,-993120.0,loss,LOSS,2018-02-27 15:48:00+00:00,exit_time,L_578,2018-02-27 15:42:00+00:00,2018-02-27 15:48:00+00:00,,,,,,,LOSS
579,bullish,BOS,2018-02-15 17:15:00+00:00,2018-02-16 01:45:00+00:00,2018-02-15 07:30:00+00:00,77894,77933,77967,1.24777,1.24571,1.25103,50,Atr,1.24762,1.24777,1.24571,1.24581,1.24777,1.24571,20.599999999999508,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-989145.0,-988635.0,unknown,UNKNOWN,2018-02-16 01:45:00+00:00,detection_time,L_579,,,,,,,,,state_target_block
580,bearish,CHoCH,2018-02-16 04:45:00+00:00,2018-02-16 13:30:00+00:00,2018-02-15 17:15:00+00:00,77933,77979,78014,1.25553,1.2541,1.24571,50,Atr,1.25432,1.25553,1.2541,1.25483,1.25553,1.2541,14.300000000000423,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-988455.0,-987930.0,pending,PENDING,2026-06-19 09:53:00+00:00,last_candle,S_580,,,,,,,,,never_filled
581,bearish,BOS,2018-02-19 17:45:00+00:00,2018-02-20 07:30:00+00:00,2018-02-19 14:45:00+00:00,78115,78127,78182,1.24155,1.24064,1.2369,50,Atr,1.24066,1.24155,1.24064,1.24129,1.24155,1.24064,9.099999999999664,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-983355.0,-982530.0,win,WIN,2018-03-06 14:25:00+00:00,exit_time,S_581,2018-03-06 12:49:00+00:00,2018-03-06 14:25:00+00:00,,,,,,,WIN
582,bearish,BOS,2018-02-20 14:30:00+00:00,2018-02-21 07:30:00+00:00,2018-02-20 13:45:00+00:00,78207,78210,78278,1.23617,1.23524,1.23199,50,Atr,1.23552,1.23617,1.23524,1.23564,1.23617,1.23524,9.300000000000974,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-982110.0,-981090.0,unknown,UNKNOWN,2018-02-21 07:30:00+00:00,detection_time,S_582,,,,,,,,,state_target_block
583,bullish,CHoCH,2018-02-26 00:00:00+00:00,2018-02-26 05:30:00+00:00,2018-02-23 08:45:00+00:00,78475,78536,78558,1.22903,1.22801,1.23208,50,Atr,1.22883,1.22903,1.22801,1.22823,1.22903,1.22801,10.200000000000209,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-974340.0,-974010.0,win,WIN,2018-02-26 15:09:00+00:00,exit_time,L_583,2018-02-26 15:08:00+00:00,2018-02-26 15:09:00+00:00,,,,,,,WIN
584,bearish,CHoCH,2018-02-27 08:00:00+00:00,2018-02-27 14:45:00+00:00,2018-02-26 15:45:00+00:00,78599,78664,78691,1.23462,1.23351,1.22776,50,Atr,1.23405,1.23462,1.23351,1.23385,1.23462,1.23351,11.099999999999444,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-972420.0,-972015.0,unknown,UNKNOWN,2018-02-27 14:45:00+00:00,detection_time,S_584,,,,,,,,,state_target_block
585,bullish,CHoCH,2018-03-01 13:00:00+00:00,2018-03-04 22:00:00+00:00,2018-02-27 08:00:00+00:00,78664,78876,79008,1.2171,1.21627,1.23462,50,Atr,1.21694,1.2171,1.21627,1.21709,1.2171,1.21627,8.300000000001084,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-969240.0,-964380.0,win,WIN,2018-04-25 13:04:00+00:00,exit_time,L_585,2018-04-25 12:39:00+00:00,2018-04-25 13:04:00+00:00,,,,,,,WIN
586,bullish,BOS,2018-03-05 07:15:00+00:00,2018-03-06 11:15:00+00:00,2018-03-04 22:15:00+00:00,79009,79045,79157,1.22841,1.22688,1.23641,50,Atr,1.22807,1.22841,1.22688,1.22783,1.22841,1.22688,15.300000000000313,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-963825.0,-962145.0,unknown,UNKNOWN,2018-03-06 11:15:00+00:00,detection_time,L_586,,,,,,,,,state_target_block
587,bearish,CHoCH,2018-03-07 21:30:00+00:00,2018-03-08 09:30:00+00:00,2018-03-07 16:15:00+00:00,79273,79294,79342,1.24157,1.24104,1.23847,50,Atr,1.24104,1.24157,1.24104,1.24143,1.24157,1.24104,5.300000000001415,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-960090.0,-959370.0,loss,LOSS,2018-03-08 12:46:00+00:00,exit_time,S_587,2018-03-08 12:46:00+00:00,2018-03-08 12:46:00+00:00,,,,,,,LOSS
588,bullish,CHoCH,2018-03-08 11:30:00+00:00,2018-03-08 13:00:00+00:00,2018-03-07 21:30:00+00:00,79294,79350,79356,1.23748,1.23687,1.24157,50,Atr,1.23707,1.23748,1.23687,1.23707,1.23748,1.23687,6.099999999999994,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-959250.0,-959160.0,unknown,UNKNOWN,2018-03-08 13:00:00+00:00,detection_time,L_588,,,,,,,,,state_target_block
589,bullish,BOS,2018-03-09 20:15:00+00:00,2018-03-12 07:30:00+00:00,2018-03-09 15:15:00+00:00,79461,79481,79530,1.23081,1.23025,1.23342,50,Atr,1.2308,1.23081,1.23025,1.23063,1.23081,1.23025,5.599999999998939,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-957285.0,-953730.0,unknown,UNKNOWN,2018-03-12 07:30:00+00:00,detection_time,L_589,,,,,,,,,state_target_block
590,bearish,CHoCH,2018-03-12 07:45:00+00:00,2018-03-12 11:15:00+00:00,2018-03-09 20:15:00+00:00,79481,79531,79545,1.23408,1.23351,1.23025,50,Atr,1.23361,1.23408,1.23351,1.23375,1.23408,1.23351,5.699999999999594,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-953715.0,-953505.0,unknown,UNKNOWN,2018-03-12 11:15:00+00:00,detection_time,S_590,,,,,,,,,state_target_block
591,bullish,CHoCH,2018-03-13 08:00:00+00:00,2018-03-13 12:30:00+00:00,2018-03-12 18:45:00+00:00,79575,79628,79646,1.23231,1.23145,1.23455,50,Atr,1.23195,1.23231,1.23145,1.23205,1.23231,1.23145,8.60000000000083,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-952260.0,-951990.0,win,WIN,2018-03-15 14:38:00+00:00,exit_time,L_591,2018-03-15 13:45:00+00:00,2018-03-15 14:38:00+00:00,,,,,,,WIN
592,bearish,CHoCH,2018-03-15 00:45:00+00:00,2018-03-15 12:30:00+00:00,2018-03-14 15:15:00+00:00,79753,79791,79838,1.23836,1.23742,1.23471,50,Atr,1.23757,1.23836,1.23742,1.23815,1.23836,1.23742,9.399999999999409,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-949815.0,-949110.0,loss,LOSS,2018-03-22 07:38:00+00:00,exit_time,S_592,2018-03-22 07:21:00+00:00,2018-03-22 07:38:00+00:00,,,,,,,LOSS
593,bullish,CHoCH,2018-03-19 05:45:00+00:00,2018-03-19 10:00:00+00:00,2018-03-16 16:30:00+00:00,79950,80003,80020,1.22628,1.22579,1.22951,50,Atr,1.2262,1.22628,1.22579,1.22613,1.22628,1.22579,4.900000000001015,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-943755.0,-943500.0,unknown,UNKNOWN,2018-03-19 10:00:00+00:00,detection_time,L_593,,,,,,,,,state_target_block
594,bearish,CHoCH,2018-03-19 18:45:00+00:00,2018-03-20 16:45:00+00:00,2018-03-19 05:45:00+00:00,80003,80055,80143,1.23586,1.23482,1.22579,50,Atr,1.23491,1.23586,1.23482,1.23581,1.23586,1.23482,10.399999999999299,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-942975.0,-941655.0,unknown,UNKNOWN,2018-03-20 16:45:00+00:00,detection_time,S_594,,,,,,,,,state_target_block
595,bullish,CHoCH,2018-03-20 20:00:00+00:00,2018-03-22 00:00:00+00:00,2018-03-19 18:45:00+00:00,80055,80156,80268,1.22481,1.22399,1.23586,50,Atr,1.2246,1.22481,1.22399,1.22411,1.22481,1.22399,8.20000000000043,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-941460.0,-939780.0,loss,LOSS,2018-04-05 12:30:00+00:00,exit_time,L_595,2018-04-05 12:23:00+00:00,2018-04-05 12:30:00+00:00,,,,,,,LOSS
596,bullish,BOS,2018-03-22 17:15:00+00:00,2018-03-26 08:30:00+00:00,2018-03-22 07:30:00+00:00,80298,80337,80494,1.23052,1.22919,1.23884,50,Atr,1.2295,1.23052,1.22919,1.23047,1.23052,1.22919,13.300000000000534,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-938745.0,-933510.0,unknown,UNKNOWN,2018-03-26 08:30:00+00:00,detection_time,L_596,,,,,,,,,state_target_block
597,bearish,CHoCH,2018-03-28 03:45:00+00:00,2018-03-28 13:00:00+00:00,2018-03-27 12:00:00+00:00,80604,80667,80704,1.24215,1.24179,1.23723,50,Atr,1.24186,1.24215,1.24179,1.24211,1.24215,1.24179,3.60000000000138,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-930915.0,-930360.0,pending,PENDING,2026-06-19 09:53:00+00:00,last_candle,S_597,,,,,,,,,never_filled
598,bullish,CHoCH,2018-04-02 00:00:00+00:00,2018-04-02 07:45:00+00:00,2018-03-30 08:15:00+00:00,80877,80940,80971,1.23149,1.23107,1.23305,50,Atr,1.23127,1.23149,1.23107,1.23147,1.23149,1.23107,4.199999999998649,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-923940.0,-923475.0,win,WIN,2018-04-02 14:17:00+00:00,exit_time,L_598,2018-04-02 14:03:00+00:00,2018-04-02 14:17:00+00:00,,,,,,,WIN
599,bearish,CHoCH,2018-04-02 12:15:00+00:00,2018-04-02 15:00:00+00:00,2018-04-02 00:00:00+00:00,80940,80989,81000,1.23449,1.23392,1.23107,50,Atr,1.23408,1.23449,1.23392,1.23397,1.23449,1.23392,5.700000000001815,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-923205.0,-923040.0,unknown,UNKNOWN,2018-04-02 15:00:00+00:00,detection_time,S_599,,,,,,,,,state_target_block
600,bearish,BOS,2018-04-03 07:15:00+00:00,2018-04-03 13:00:00+00:00,2018-04-02 15:30:00+00:00,81002,81065,81088,1.23352,1.23281,1.2282,50,Atr,1.23302,1.23352,1.23281,1.23307,1.23352,1.23281,7.099999999999884,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-922065.0,-921720.0,win,WIN,2018-04-09 15:02:00+00:00,exit_time,S_600,2018-04-09 14:20:00+00:00,2018-04-09 15:02:00+00:00,,,,,,,WIN
601,bearish,BOS,2018-04-04 14:30:00+00:00,2018-04-05 06:15:00+00:00,2018-04-04 12:15:00+00:00,81181,81190,81253,1.23098,1.22991,1.22708,50,Atr,1.23053,1.23098,1.22991,1.23001,1.23098,1.22991,10.699999999999044,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-920190.0,-919245.0,loss,LOSS,2018-04-09 12:40:00+00:00,exit_time,S_601,2018-04-09 12:10:00+00:00,2018-04-09 12:40:00+00:00,,,,,,,LOSS
602,bullish,CHoCH,2018-04-09 10:15:00+00:00,2018-04-09 12:00:00+00:00,2018-04-06 19:00:00+00:00,81400,81461,81468,1.22699,1.22622,1.22907,50,Atr,1.22667,1.22699,1.22622,1.22679,1.22699,1.22622,7.699999999999374,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-913245.0,-913140.0,loss,LOSS,2018-04-20 14:50:00+00:00,exit_time,L_602,2018-04-20 13:49:00+00:00,2018-04-20 14:50:00+00:00,,,,,,,LOSS
603,bullish,BOS,2018-04-10 06:00:00+00:00,2018-04-10 11:30:00+00:00,2018-04-09 14:30:00+00:00,81478,81540,81562,1.23106,1.2303,1.23308,50,Atr,1.2308,1.23106,1.2303,1.23041,1.23106,1.2303,7.600000000000939,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-912060.0,-911730.0,unknown,UNKNOWN,2018-04-10 11:30:00+00:00,detection_time,L_603,,,,,,,,,state_target_block
604,bullish,BOS,2018-04-10 15:30:00+00:00,2018-04-11 07:15:00+00:00,2018-04-10 11:30:00+00:00,81562,81578,81641,1.23386,1.23246,1.23776,50,Atr,1.23285,1.23386,1.23246,1.23334,1.23386,1.23246,13.999999999998458,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-911490.0,-910545.0,unknown,UNKNOWN,2018-04-11 07:15:00+00:00,detection_time,L_604,,,,,,,,,state_target_block
605,bearish,CHoCH,2018-04-12 00:15:00+00:00,2018-04-12 08:45:00+00:00,2018-04-11 18:15:00+00:00,81685,81709,81743,1.23797,1.23754,1.2347,50,Atr,1.23761,1.23797,1.23754,1.23757,1.23797,1.23754,4.299999999999304,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-909525.0,-909015.0,unknown,UNKNOWN,2018-04-12 08:45:00+00:00,detection_time,S_605,,,,,,,,,state_target_block
606,bullish,CHoCH,2018-04-13 06:45:00+00:00,2018-04-13 07:30:00+00:00,2018-04-12 17:15:00+00:00,81777,81831,81834,1.23259,1.23172,1.23395,50,Atr,1.23258,1.23259,1.23172,1.23232,1.23259,1.23172,8.700000000001484,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-907695.0,-907650.0,unknown,UNKNOWN,2018-04-13 07:30:00+00:00,detection_time,L_606,,,,,,,,,state_target_block
607,bullish,BOS,2018-04-15 21:00:00+00:00,2018-04-16 07:45:00+00:00,2018-04-13 16:45:00+00:00,81871,81888,81931,1.23303,1.23231,1.23439,50,Atr,1.23278,1.23303,1.23231,1.23273,1.23303,1.23231,7.200000000000539,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-903960.0,-903315.0,win,WIN,2018-04-19 16:03:00+00:00,exit_time,L_607,2018-04-19 15:48:00+00:00,2018-04-19 16:03:00+00:00,,,,,,,WIN
608,bullish,BOS,2018-04-16 15:00:00+00:00,2018-04-17 06:15:00+00:00,2018-04-16 13:00:00+00:00,81952,81960,82021,1.23704,1.23624,1.23945,50,Atr,1.2367,1.23704,1.23624,1.23698,1.23704,1.23624,7.999999999999119,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-902880.0,-901965.0,unknown,UNKNOWN,2018-04-17 06:15:00+00:00,detection_time,L_608,,,,,,,,,state_target_block
609,bearish,CHoCH,2018-04-17 07:30:00+00:00,2018-04-17 12:00:00+00:00,2018-04-16 15:00:00+00:00,81960,82026,82044,1.24136,1.24077,1.23624,50,Atr,1.2412,1.24136,1.24077,1.24101,1.24136,1.24077,5.9000000000009045,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-901890.0,-901620.0,pending,PENDING,2026-06-19 09:53:00+00:00,last_candle,S_609,,,,,,,,,never_filled
610,bullish,CHoCH,2018-04-19 01:45:00+00:00,2018-04-19 07:15:00+00:00,2018-04-18 14:30:00+00:00,82150,82195,82217,1.23703,1.23646,1.23971,50,Atr,1.23696,1.23703,1.23646,1.23678,1.23703,1.23646,5.700000000001815,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-899355.0,-899025.0,unknown,UNKNOWN,2018-04-19 07:15:00+00:00,detection_time,L_610,,,,,,,,,state_target_block
611,bearish,CHoCH,2018-04-20 07:00:00+00:00,2018-04-20 07:45:00+00:00,2018-04-19 15:45:00+00:00,82251,82312,82315,1.23529,1.23407,1.2329,50,Atr,1.23422,1.23529,1.23407,1.2351,1.23529,1.23407,12.199999999999989,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-897600.0,-897555.0,win,WIN,2021-01-06 13:57:00+00:00,exit_time,S_611,2021-01-06 07:43:00+00:00,2021-01-06 13:57:00+00:00,,,,,,,WIN
612,bearish,BOS,2018-04-20 17:00:00+00:00,2018-04-23 08:45:00+00:00,2018-04-20 14:45:00+00:00,82343,82352,82415,1.22966,1.229,1.22499,50,Atr,1.22965,1.22966,1.229,1.229,1.22966,1.229,6.599999999998829,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-897000.0,-893175.0,win,WIN,2020-12-30 06:19:00+00:00,exit_time,S_612,2020-12-30 01:38:00+00:00,2020-12-30 06:19:00+00:00,,,,,,,WIN
613,bearish,BOS,2018-04-24 18:00:00+00:00,2018-04-25 11:45:00+00:00,2018-04-24 08:15:00+00:00,82509,82548,82619,1.22448,1.22354,1.21817,50,Atr,1.22421,1.22448,1.22354,1.22356,1.22448,1.22354,9.399999999999409,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-891180.0,-890115.0,unknown,UNKNOWN,2018-04-25 11:45:00+00:00,detection_time,S_613,,,,,,,,,state_target_block
614,bearish,BOS,2018-04-30 16:45:00+00:00,2018-05-01 06:15:00+00:00,2018-04-30 15:30:00+00:00,82922,82927,82981,1.21062,1.20958,1.20643,50,Atr,1.20976,1.21062,1.20958,1.21007,1.21062,1.20958,10.399999999999299,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-882615.0,-881805.0,unknown,UNKNOWN,2018-05-01 06:15:00+00:00,detection_time,S_614,,,,,,,,,state_target_block
615,bullish,CHoCH,2018-05-02 00:00:00+00:00,2018-05-02 07:15:00+00:00,2018-05-01 16:45:00+00:00,83023,83052,83081,1.19957,1.19874,1.20198,50,Atr,1.19912,1.19957,1.19874,1.19945,1.19957,1.19874,8.300000000001084,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-880740.0,-880305.0,unknown,UNKNOWN,2018-05-02 07:15:00+00:00,detection_time,L_615,,,,,,,,,state_target_block
616,bearish,CHoCH,2018-05-02 07:30:00+00:00,2018-05-02 13:45:00+00:00,2018-05-02 00:00:00+00:00,83052,83082,83107,1.20316,1.20217,1.19874,50,Atr,1.2029,1.20316,1.20217,1.20229,1.20316,1.20217,9.900000000000464,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-880290.0,-879915.0,win,WIN,2018-05-02 18:34:00+00:00,exit_time,S_616,2018-05-02 18:15:00+00:00,2018-05-02 18:34:00+00:00,,,,,,,WIN
